EmployeeNumber,Business_UNIT,Gender,JobLevel,JobRole,Department,Age,Hire_Year,Attrition_YEAR,Attrition,Year Last Promoted,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,PerformanceRating,BusinessTravel,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MaritalStatus,NumCompaniesWorked,Over18,OverTime,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Year Last Promoted_ORIG,YearsWithCurrManager
1108,BU4,Male,1,Data Scientist,Research & Development,33,2016,2016,Yes,2017,2313,55,1017,2993,20,4,Travel_Rarely,25,3,Medical,1,1,2,2,Single,4,Y,Yes,2,80,0,5,0,3,2,2,2,1999,2
1109,BU5,Male,4,Manager,Research & Development,42,1996,,No,2006,17665,35,469,14399,17,3,Travel_Rarely,2,2,Medical,1,4,3,1,Married,0,Y,No,4,80,1,23,3,3,22,6,13,2002,7
1111,BU5,Male,1,Associate,Research & Development,28,2017,2015,Yes,,2596,45,1009,7160,15,3,Travel_Frequently,1,3,Medical,1,1,2,2,Divorced,1,Y,No,1,80,2,1,2,3,1,0,0,,0
1113,BU5,Male,2,Sales Executive,Sales,50,2018,2018,Yes,,4728,81,959,17251,14,3,Travel_Frequently,1,4,Other,1,4,3,3,Single,3,Y,Yes,4,80,0,5,4,3,0,0,0,,0
1114,BU5,Female,2,Sales Executive,Sales,33,2015,,No,,4302,30,970,13401,17,3,Travel_Frequently,7,3,Life Sciences,1,4,3,2,Married,0,Y,No,3,80,1,4,3,3,3,2,0,,2
1115,BU5,Male,1,Data Scientist,Research & Development,34,2018,,No,,2979,40,697,22478,17,3,Non-Travel,3,4,Life Sciences,1,3,2,4,Married,3,Y,No,4,80,3,6,2,3,0,0,0,,0
1116,BU5,Male,4,Manager,Research & Development,48,2013,,No,2017,16885,35,1262,16154,22,4,Non-Travel,1,4,Medical,1,1,4,4,Single,2,Y,No,3,80,0,27,3,2,5,4,2,1997,1
1117,BU5,Female,2,Sales Executive,Sales,45,2003,,No,2015,5593,65,1050,17970,13,3,Non-Travel,9,4,Life Sciences,1,2,2,3,Married,1,Y,No,4,80,1,15,2,3,15,10,4,2006,12
1118,BU5,Male,3,Senior Associate,Research & Development,52,2010,,No,2015,10445,87,994,15322,19,3,Travel_Rarely,7,4,Life Sciences,1,2,3,2,Single,7,Y,No,4,80,0,18,4,3,8,6,4,2000,0
1119,BU5,Male,3,Sales Executive,Sales,38,2010,,No,2017,8740,73,770,5569,14,3,Travel_Rarely,10,4,Marketing,1,3,2,3,Divorced,0,Y,Yes,2,80,2,9,2,3,8,7,2,2005,7
1120,BU5,Female,1,Data Scientist,Research & Development,29,2011,,No,2018,2514,93,1107,26968,22,4,Travel_Rarely,28,4,Life Sciences,1,3,3,4,Divorced,4,Y,No,1,80,1,11,1,3,7,5,1,1997,7
1121,BU5,Female,3,Associate Director,Research & Development,28,2009,,No,2018,7655,93,950,8039,17,3,Travel_Rarely,3,3,Medical,1,4,3,2,Divorced,0,Y,No,2,80,3,10,3,2,9,7,1,2002,7
1124,BU5,Male,4,Manager,Sales,46,2006,,No,2015,17465,52,406,15596,12,3,Travel_Rarely,3,1,Marketing,1,1,3,3,Married,3,Y,No,4,80,1,23,3,3,12,9,4,2007,9
1125,BU5,Male,3,Sales Executive,Sales,38,2017,,No,,7351,32,130,20619,16,3,Travel_Rarely,2,2,Marketing,1,4,3,2,Single,7,Y,No,3,80,0,10,2,3,1,0,0,,0
1126,BU5,Female,3,Associate Director,Research & Development,43,2010,,No,,10820,83,1082,11535,11,3,Travel_Frequently,27,3,Life Sciences,1,3,3,1,Married,8,Y,No,3,80,1,18,1,3,8,7,0,,1
1127,BU5,Male,4,Senior Associate,Research & Development,39,2000,2017,Yes,2008,12169,84,203,13547,11,3,Travel_Frequently,2,3,Life Sciences,1,1,3,4,Divorced,7,Y,No,4,80,3,21,4,3,18,7,11,2008,5
1128,BU5,Male,5,Director,Research & Development,40,1998,,No,2015,19626,44,1308,17544,14,3,Travel_Rarely,14,3,Medical,1,3,2,3,Single,1,Y,No,1,80,0,21,2,4,20,7,4,2005,9
1131,BU5,Female,1,Data Scientist,Research & Development,21,2016,,No,2017,2070,70,984,25326,11,3,Travel_Rarely,1,1,Technical Degree,1,4,2,2,Single,1,Y,Yes,3,80,0,2,6,4,2,2,2,2008,2
1132,BU5,Male,2,Associate,Research & Development,39,2013,,No,,6782,70,439,8770,15,3,Non-Travel,9,3,Life Sciences,1,3,3,2,Single,9,Y,No,3,80,0,9,2,2,5,4,0,,3
1133,BU5,Male,2,Associate Director,Research & Development,36,2007,,No,,7779,78,217,23238,20,4,Non-Travel,18,4,Life Sciences,1,1,3,4,Single,2,Y,No,1,80,0,18,0,3,11,9,0,,9
1135,BU5,Male,1,Sales Representative,Sales,31,2016,,No,2017,2791,67,793,21981,12,3,Travel_Frequently,20,3,Life Sciences,1,3,4,4,Married,0,Y,No,1,80,1,3,4,3,2,2,2,2007,2
1136,BU5,Male,1,Data Scientist,Research & Development,28,2013,,No,,3201,67,1451,19911,17,3,Travel_Rarely,2,1,Life Sciences,1,1,2,2,Married,0,Y,No,1,80,0,6,2,1,5,3,0,,4
1137,BU5,Male,2,Sales Executive,Sales,35,2013,,No,,4968,54,1182,18500,11,3,Travel_Frequently,11,2,Marketing,1,4,3,4,Divorced,1,Y,No,4,80,1,5,3,3,5,2,0,,2
1138,BU5,Male,4,Sales Executive,Sales,49,2009,,No,2017,13120,56,174,11879,17,3,Travel_Rarely,8,4,Technical Degree,1,4,2,2,Married,6,Y,No,2,80,1,22,3,3,9,8,2,2002,3
1140,BU5,Male,2,Associate Director,Research & Development,34,2015,,No,,4033,95,1003,15834,11,3,Travel_Frequently,2,2,Life Sciences,1,4,3,3,Single,2,Y,No,4,80,0,5,3,2,3,2,0,,2
1143,BU5,Female,1,Data Scientist,Research & Development,29,2011,,No,2018,3291,61,490,17940,14,3,Travel_Frequently,10,3,Life Sciences,1,4,3,2,Divorced,0,Y,No,4,80,2,8,2,2,7,5,1,2005,1
1148,BU5,Male,2,Associate,Research & Development,42,2017,,No,,4272,56,188,9558,19,3,Travel_Rarely,29,3,Medical,1,2,1,4,Single,4,Y,No,1,80,0,16,3,3,1,0,0,,0
1150,BU5,Male,2,Associate Director,Research & Development,29,2008,,No,2018,5056,79,718,17689,15,3,Travel_Rarely,8,1,Medical,1,2,2,4,Married,1,Y,Yes,3,80,1,10,2,2,10,7,1,2004,2
1152,BU5,Male,1,Human Resources,Human Resources,38,2011,,No,2014,2844,37,433,6004,13,3,Travel_Rarely,1,3,Human Resources,1,3,4,3,Married,1,Y,No,4,80,1,7,2,4,7,6,5,2006,0
1154,BU5,Male,1,Data Scientist,Research & Development,28,2015,,No,,2703,39,773,22088,14,3,Travel_Frequently,6,3,Life Sciences,1,3,2,3,Divorced,1,Y,Yes,4,80,1,3,2,3,3,1,0,,2
1156,BU5,Male,1,Associate,Research & Development,18,2018,2016,Yes,,1904,80,247,13556,12,3,Non-Travel,8,1,Medical,1,3,3,3,Single,1,Y,No,4,80,0,0,0,3,0,0,0,,0
1157,BU5,Female,2,Sales Executive,Sales,33,2013,2015,Yes,,8224,77,603,18385,17,3,Travel_Rarely,9,4,Marketing,1,1,3,1,Single,0,Y,Yes,1,80,0,6,3,3,5,2,0,,3
1158,BU5,Male,1,Associate,Research & Development,41,2017,,No,,4766,46,167,9051,11,3,Travel_Rarely,12,4,Life Sciences,1,2,3,4,Married,3,Y,Yes,1,80,1,6,4,3,1,0,0,,0
1160,BU5,Male,1,Associate,Research & Development,31,2016,2018,Yes,2017,2610,72,874,6233,12,3,Travel_Frequently,15,3,Medical,1,3,3,3,Married,1,Y,No,3,80,1,2,5,2,2,2,2,2007,2
1161,BU5,Female,2,Senior Associate,Research & Development,37,2012,,No,2018,5731,52,367,17171,13,3,Travel_Rarely,25,2,Medical,1,3,2,4,Divorced,7,Y,No,3,80,2,9,2,3,6,2,1,2006,3
1162,BU5,Male,1,Data Scientist,Research & Development,27,2014,,No,2017,2539,55,199,7950,13,3,Travel_Rarely,6,3,Life Sciences,1,4,2,3,Married,1,Y,No,3,80,1,4,0,3,4,2,2,2006,2
1163,BU5,Female,2,Sales Executive,Sales,34,2012,,No,2018,5714,70,1400,5829,20,4,Travel_Rarely,9,1,Life Sciences,1,2,3,3,Married,1,Y,No,1,80,0,6,3,2,6,5,1,1999,3
1164,BU5,Male,1,Human Resources,Human Resources,35,2013,,No,2018,4323,100,528,7108,17,3,Travel_Rarely,8,4,Technical Degree,1,3,3,3,Single,1,Y,No,2,80,0,6,2,1,5,4,1,2002,4
1165,BU5,Female,3,Sales Executive,Sales,29,2007,2017,Yes,2016,7336,45,408,11162,13,3,Travel_Rarely,23,1,Life Sciences,1,4,2,1,Married,1,Y,No,1,80,1,11,3,1,11,8,3,2006,10
1166,BU5,Female,3,Director,Research & Development,40,2000,,No,2017,13499,88,593,13782,17,3,Travel_Frequently,9,4,Medical,1,2,3,3,Single,9,Y,No,3,80,0,20,3,2,18,7,2,2002,13
1167,BU5,Male,4,Sales Executive,Sales,42,1997,2016,Yes,2006,13758,44,481,2447,12,3,Travel_Frequently,12,3,Life Sciences,1,3,3,1,Single,0,Y,Yes,2,80,0,22,2,2,21,9,13,2007,14
1171,BU5,Male,2,Sales Executive,Sales,42,2012,,No,2018,5155,45,647,2253,13,3,Travel_Rarely,4,4,Marketing,1,2,3,1,Single,7,Y,No,4,80,0,9,3,4,6,4,1,2006,5
1172,BU5,Male,1,Associate,Research & Development,35,2010,,No,2018,2258,58,982,16340,12,3,Travel_Rarely,1,4,Medical,1,4,2,3,Married,6,Y,No,2,80,1,10,2,3,8,0,1,2007,7
1173,BU5,Male,1,Associate,Research & Development,24,2014,,No,2018,3597,49,477,6409,22,4,Travel_Rarely,24,3,Medical,1,4,3,2,Single,8,Y,No,4,80,0,6,2,3,4,3,1,1997,2
1175,BU5,Female,1,Associate,Research & Development,28,2017,2015,Yes,,2515,79,1485,22955,11,3,Travel_Rarely,12,1,Life Sciences,1,3,3,4,Married,1,Y,Yes,4,80,0,1,4,2,1,1,0,,0
1177,BU5,Male,1,Associate,Research & Development,26,2010,,No,,4420,82,1384,13421,22,4,Travel_Rarely,3,4,Medical,1,1,4,4,Married,1,Y,No,2,80,1,8,2,3,8,7,0,,7
1179,BU5,Male,2,Sales Executive,Sales,30,2008,,No,2018,6578,72,852,2706,18,3,Travel_Rarely,10,3,Marketing,1,3,2,3,Married,1,Y,No,1,80,1,10,3,3,10,3,1,2001,4
1180,BU5,Female,2,Data Scientist,Research & Development,40,2017,,No,,4422,92,902,21203,13,3,Travel_Frequently,26,2,Medical,1,3,2,4,Married,3,Y,Yes,4,80,1,16,3,1,1,1,0,,0
1182,BU5,Male,3,Associate Director,Research & Development,35,2011,,No,2013,10274,44,819,19588,18,3,Travel_Rarely,2,3,Life Sciences,1,3,2,2,Divorced,2,Y,No,2,80,1,15,2,4,7,7,6,2001,4
1184,BU5,Male,2,Senior Associate,Research & Development,34,2005,,No,2015,5343,97,669,25755,20,4,Travel_Frequently,1,3,Medical,1,4,2,1,Single,0,Y,No,3,80,0,14,3,3,13,9,4,1999,9
1185,BU5,Male,1,Associate,Research & Development,35,2016,,No,2017,2376,47,636,26537,13,3,Travel_Frequently,4,4,Other,1,4,2,4,Married,1,Y,No,2,80,1,2,2,4,2,2,2,2006,2
1188,BU5,Female,2,Sales Executive,Sales,43,2014,2018,Yes,2018,5346,85,1372,9489,13,3,Travel_Rarely,9,3,Marketing,1,1,1,3,Single,8,Y,No,2,80,0,7,2,2,4,3,1,2006,3
1190,BU5,Female,1,Sales Representative,Sales,32,2017,,No,,2827,76,862,14947,12,3,Non-Travel,2,1,Life Sciences,1,3,3,1,Divorced,1,Y,No,3,80,3,1,3,3,1,0,0,,0
1191,BU5,Female,5,Manager,Research & Development,56,2013,,No,2015,19943,92,718,18575,13,3,Travel_Rarely,4,4,Technical Degree,1,4,3,1,Divorced,4,Y,No,4,80,1,28,2,3,5,2,4,2006,2
1192,BU5,Female,1,Associate,Research & Development,29,2008,,No,,3131,54,1401,26342,13,3,Travel_Rarely,6,1,Medical,1,2,3,4,Married,1,Y,No,1,80,1,10,5,3,10,8,0,,8
1193,BU5,Male,1,Data Scientist,Research & Development,19,2017,,No,,2552,54,645,7172,25,4,Travel_Rarely,9,2,Life Sciences,1,3,3,1,Single,1,Y,No,3,80,0,1,4,3,1,1,0,,0
1195,BU5,Female,1,Data Scientist,Research & Development,45,2015,,No,,4477,83,1457,20100,19,3,Travel_Rarely,7,3,Medical,1,1,3,3,Married,4,Y,Yes,3,80,1,7,2,2,3,2,0,,2
1196,BU5,Female,2,Associate Director,Research & Development,37,2004,,No,2016,6474,56,977,9961,13,3,Travel_Rarely,1,3,Life Sciences,1,4,2,4,Married,1,Y,No,2,80,1,14,2,2,14,8,3,2006,11
1198,BU5,Male,1,Associate,Research & Development,20,2016,,No,2018,3033,87,805,12828,12,3,Travel_Rarely,3,3,Life Sciences,1,1,2,3,Single,1,Y,No,1,80,0,2,2,2,2,2,1,2007,2
1200,BU5,Male,1,Data Scientist,Research & Development,44,2012,2017,Yes,,2936,96,1097,10826,11,3,Travel_Rarely,10,4,Life Sciences,1,3,3,3,Single,1,Y,Yes,3,80,0,6,4,3,6,4,0,,2
1201,BU5,Female,5,Manager,Research & Development,53,2011,,No,2015,18606,50,1223,18640,18,3,Travel_Rarely,7,2,Medical,1,4,3,3,Divorced,3,Y,No,2,80,1,26,6,3,7,7,4,2001,7
1202,BU5,Female,1,Data Scientist,Research & Development,29,2013,,No,2018,2168,69,942,26933,18,3,Travel_Rarely,15,1,Life Sciences,1,2,1,4,Married,0,Y,Yes,1,80,1,6,2,2,5,4,1,2001,3
1203,BU5,Male,1,Data Scientist,Research & Development,22,2018,2016,Yes,,2853,48,1256,4223,11,3,Travel_Frequently,3,4,Life Sciences,1,3,2,4,Married,0,Y,Yes,2,80,1,1,5,3,0,0,0,,0
1204,BU5,Female,4,Manager,Sales,46,1992,,No,2004,17048,69,1402,24097,23,4,Travel_Rarely,2,3,Marketing,1,3,3,1,Married,8,Y,No,1,80,0,28,2,3,26,15,15,1996,9
1206,BU5,Male,1,Data Scientist,Research & Development,44,2018,,No,,2290,74,111,4279,13,3,Non-Travel,17,3,Life Sciences,1,4,1,3,Single,2,Y,No,4,80,0,6,3,3,0,0,0,,0
1207,BU5,Male,1,Human Resources,Human Resources,33,2013,,No,2018,3600,99,147,8429,13,3,Travel_Rarely,2,3,Human Resources,1,2,3,3,Married,1,Y,No,4,80,1,5,2,3,5,4,1,2006,4
1210,BU5,Male,1,Data Scientist,Research & Development,41,2017,2015,Yes,,2107,95,906,20293,17,3,Non-Travel,5,2,Life Sciences,1,1,2,1,Divorced,6,Y,No,1,80,1,5,2,1,1,0,0,,0
1211,BU5,Male,2,Sales Executive,Sales,30,2014,,No,,4115,61,1329,13192,19,3,Travel_Rarely,29,4,Life Sciences,1,3,3,1,Divorced,8,Y,No,3,80,3,8,3,3,4,3,0,,3
1212,BU5,Male,2,Sales Executive,Sales,40,2018,,No,,4327,62,1184,25440,12,3,Travel_Frequently,2,4,Medical,1,2,3,2,Married,5,Y,No,4,80,3,5,2,3,0,0,0,,0
1215,BU5,Female,4,Manager,Research & Development,50,2016,,No,2017,17856,30,1421,9490,22,4,Travel_Frequently,2,3,Medical,1,4,3,1,Married,2,Y,No,3,80,1,32,3,3,2,2,2,1997,2
1216,BU5,Male,1,Associate,Research & Development,28,2012,,No,2016,3196,78,1179,12449,12,3,Travel_Rarely,19,4,Medical,1,4,2,1,Married,1,Y,No,3,80,3,6,2,3,6,5,3,2007,3
1217,BU5,Male,5,Director,Research & Development,46,2014,,No,,19081,52,1450,10849,11,3,Travel_Rarely,15,2,Life Sciences,1,4,3,2,Married,5,Y,No,1,80,1,25,2,3,4,2,0,,3
1218,BU5,Male,2,Sales Executive,Sales,35,2011,,No,2018,8966,94,1361,21026,15,3,Travel_Rarely,17,4,Life Sciences,1,3,3,1,Married,3,Y,Yes,4,80,3,15,2,3,7,7,1,2004,7
1219,BU5,Female,1,Associate,Research & Development,24,2017,2018,Yes,,2210,97,984,3372,13,3,Travel_Rarely,17,2,Life Sciences,1,4,3,2,Married,1,Y,No,1,80,1,1,3,1,1,0,0,,0
1220,BU5,Female,2,Sales Executive,Sales,33,2008,,No,,4539,82,1146,4905,12,3,Travel_Frequently,25,3,Medical,1,2,3,3,Married,1,Y,No,1,80,1,10,3,2,10,7,0,,1
1221,BU5,Male,1,Associate,Research & Development,36,2011,,No,2018,2741,60,917,6865,14,3,Travel_Rarely,6,4,Life Sciences,1,3,1,3,Divorced,1,Y,No,3,80,1,7,4,3,7,7,1,2005,7
1224,BU5,Male,2,Associate,Research & Development,30,2008,,No,2011,3491,49,853,11309,13,3,Travel_Rarely,7,4,Life Sciences,1,3,3,3,Divorced,1,Y,No,1,80,3,10,4,2,10,7,8,2006,9
1225,BU5,Male,2,Data Scientist,Research & Development,44,1998,,No,2006,4541,32,200,7744,25,4,Travel_Rarely,29,4,Other,1,4,3,4,Single,1,Y,No,2,80,0,20,3,3,20,11,13,1994,17
1226,BU5,Male,1,Sales Representative,Sales,20,2016,,No,2017,2678,43,654,5050,17,3,Travel_Rarely,21,3,Marketing,1,3,4,4,Single,1,Y,No,4,80,0,2,2,3,2,1,2,2002,2
1228,BU5,Male,2,Associate Director,Research & Development,46,2012,,No,2018,7379,60,150,17433,11,3,Travel_Rarely,2,4,Technical Degree,1,4,3,4,Divorced,2,Y,No,3,80,1,12,3,2,6,3,1,2008,4
1231,BU5,Male,2,Human Resources,Human Resources,42,2014,,No,,6272,79,179,12858,16,3,Non-Travel,2,5,Medical,1,4,4,1,Married,7,Y,No,1,80,1,10,3,4,4,3,0,,3
1233,BU5,Male,2,Sales Executive,Sales,60,2007,,No,2018,5220,52,696,10893,18,3,Travel_Rarely,7,4,Marketing,1,2,4,4,Divorced,0,Y,Yes,2,80,1,12,3,3,11,7,1,2001,9
1234,BU5,Female,1,Associate,Research & Development,32,2016,,No,2017,2743,77,116,7331,20,4,Travel_Frequently,13,3,Other,1,3,2,2,Married,1,Y,No,3,80,1,2,2,3,2,2,2,1999,2
1235,BU5,Female,2,Data Scientist,Research & Development,32,2010,,No,,4998,38,1316,2338,14,3,Travel_Frequently,2,2,Life Sciences,1,4,3,3,Single,4,Y,Yes,4,80,0,10,2,3,8,7,0,,7
1237,BU5,Female,3,Associate Director,Research & Development,36,2011,,No,2012,10252,77,363,4235,21,4,Travel_Rarely,1,3,Technical Degree,1,3,1,1,Divorced,2,Y,Yes,3,80,1,17,2,3,7,7,7,1998,7
1238,BU5,Male,1,Data Scientist,Research & Development,33,2004,,No,2015,2781,60,117,6311,13,3,Travel_Rarely,9,3,Medical,1,1,3,4,Married,0,Y,No,2,80,1,15,5,3,14,10,4,2006,10
1239,BU5,Female,2,Sales Executive,Sales,40,2013,,No,2018,6852,84,107,11591,12,3,Travel_Rarely,10,3,Technical Degree,1,2,2,2,Divorced,7,Y,No,2,80,1,7,2,4,5,1,1,2007,3
1240,BU5,Male,2,Sales Executive,Sales,25,2014,,No,2018,4950,57,1356,20623,14,3,Travel_Rarely,10,4,Life Sciences,1,3,3,4,Single,0,Y,No,2,80,0,5,4,3,4,3,1,2005,1
1241,BU5,Male,1,Data Scientist,Research & Development,30,2007,,No,2014,3579,63,1465,9369,21,4,Travel_Rarely,1,3,Medical,1,4,3,2,Married,0,Y,Yes,1,80,1,12,2,3,11,9,5,1998,7
1242,BU5,Female,3,Director,Research & Development,42,2017,,No,,13191,60,458,23281,17,3,Travel_Frequently,26,5,Medical,1,1,3,1,Married,3,Y,Yes,3,80,0,20,6,3,1,0,0,,0
1243,BU5,Female,3,Sales Executive,Sales,35,2005,,No,2015,10377,78,1212,13755,11,3,Non-Travel,8,2,Marketing,1,3,2,4,Married,4,Y,Yes,2,80,1,16,6,2,13,2,4,2008,12
1244,BU5,Male,1,Data Scientist,Research & Development,27,2009,,No,2013,2235,42,1103,14377,14,3,Travel_Rarely,14,3,Life Sciences,1,1,3,1,Married,1,Y,Yes,4,80,2,9,3,2,9,7,6,2005,8
1245,BU5,Female,3,Associate Director,Research & Development,54,2013,,No,2018,10502,53,966,9659,17,3,Travel_Frequently,1,4,Life Sciences,1,4,3,3,Divorced,7,Y,No,1,80,1,33,2,1,5,4,1,2002,4
1246,BU5,Female,1,Data Scientist,Research & Development,44,2008,,No,2012,2011,72,1117,19982,13,3,Travel_Rarely,2,1,Life Sciences,1,1,4,4,Married,1,Y,No,4,80,1,10,5,3,10,5,7,2006,7
1248,BU5,Female,1,Data Scientist,Research & Development,19,2017,2016,Yes,,1859,96,504,6148,25,4,Non-Travel,10,3,Medical,1,1,2,2,Single,1,Y,Yes,2,80,0,1,2,4,1,1,0,,0
1249,BU5,Female,1,Data Scientist,Research & Development,29,2015,,No,2018,3760,97,1010,5598,15,3,Travel_Rarely,1,3,Life Sciences,1,1,3,4,Divorced,1,Y,No,1,80,3,3,5,3,3,2,1,2004,2
1250,BU5,Male,4,Director,Research & Development,54,2008,,No,,17779,85,685,23474,14,3,Travel_Rarely,3,3,Life Sciences,1,4,3,4,Married,3,Y,No,1,80,0,36,2,3,10,9,0,,9
1251,BU5,Male,2,Senior Associate,Research & Development,31,2012,,No,,6833,80,1332,17089,12,3,Travel_Rarely,11,2,Medical,1,3,3,1,Married,1,Y,Yes,4,80,0,6,2,2,6,5,0,,1
1252,BU5,Female,2,Senior Associate,Research & Development,31,2008,,No,2018,6812,96,1062,17198,19,3,Travel_Rarely,24,3,Medical,1,3,2,1,Single,1,Y,No,2,80,0,10,2,3,10,9,1,2000,8
1254,BU5,Female,2,Sales Executive,Sales,59,2012,,No,,5171,48,326,16490,17,3,Travel_Rarely,3,3,Life Sciences,1,3,2,4,Single,5,Y,No,4,80,0,13,2,3,6,1,0,,5
1255,BU5,Male,5,Director,Research & Development,43,2010,,No,,19740,96,920,18625,14,3,Travel_Rarely,3,3,Life Sciences,1,3,1,4,Married,3,Y,No,2,80,1,25,2,3,8,7,0,,7
1256,BU5,Male,5,Manager,Research & Development,49,2017,,No,,18711,85,1098,12124,13,3,Travel_Rarely,4,2,Medical,1,1,2,3,Married,2,Y,No,3,80,1,23,2,4,1,0,0,,0
1257,BU5,Male,1,Data Scientist,Research & Development,36,2007,,No,,3692,46,469,9256,12,3,Travel_Frequently,3,3,Technical Degree,1,3,3,2,Married,1,Y,No,3,80,0,12,2,2,11,10,0,,7
1258,BU5,Male,1,Associate,Research & Development,48,2017,,No,,2559,76,969,16620,11,3,Travel_Rarely,2,2,Technical Degree,1,4,4,2,Single,5,Y,No,3,80,0,7,4,2,1,0,0,,0
1259,BU5,Male,1,Data Scientist,Research & Development,27,2013,,No,,2517,76,1167,3208,11,3,Travel_Rarely,4,2,Life Sciences,1,1,3,3,Divorced,1,Y,No,2,80,3,5,2,3,5,3,0,,3
1260,BU5,Male,2,Senior Associate,Research & Development,29,2012,,No,2018,6623,82,1329,4204,11,3,Travel_Rarely,7,3,Life Sciences,1,3,3,4,Divorced,1,Y,Yes,2,80,2,6,2,3,6,0,1,2008,0
1263,BU5,Male,5,Director,Research & Development,48,2017,,No,,18265,76,715,8733,12,3,Travel_Rarely,1,3,Life Sciences,1,4,2,4,Single,6,Y,No,3,80,0,25,3,4,1,0,0,,0
1264,BU5,Female,4,Director,Research & Development,29,2011,,No,2018,16124,87,694,3423,14,3,Travel_Rarely,1,3,Life Sciences,1,4,2,4,Divorced,3,Y,No,2,80,2,9,2,2,7,7,1,2005,7
1265,BU5,Female,1,Data Scientist,Research & Development,34,2017,,No,,2585,89,1320,21643,17,3,Travel_Rarely,20,3,Technical Degree,1,3,4,3,Married,0,Y,No,4,80,0,2,5,2,1,0,0,,0
1267,BU5,Male,5,Manager,Sales,44,1996,,No,2016,18213,88,1099,8751,11,3,Travel_Rarely,5,3,Marketing,1,2,3,2,Married,7,Y,No,3,80,1,26,5,3,22,9,3,2008,10
1268,BU5,Male,3,Sales Executive,Sales,33,2009,,No,,8380,82,536,21708,14,3,Travel_Rarely,10,5,Marketing,1,4,4,3,Divorced,0,Y,Yes,4,80,2,10,3,3,9,8,0,,8
1269,BU5,Female,1,Data Scientist,Research & Development,19,2017,,No,,2994,57,265,21221,12,3,Travel_Rarely,25,3,Life Sciences,1,2,4,4,Single,1,Y,Yes,4,80,0,1,2,3,1,0,0,,1
1270,BU5,Male,1,Data Scientist,Research & Development,23,2017,,No,,1223,47,373,16901,22,4,Travel_Rarely,1,2,Life Sciences,1,4,3,3,Married,1,Y,No,4,80,1,1,2,3,1,0,0,,1
1273,BU5,Male,1,Sales Representative,Sales,25,2017,2017,Yes,2018,1118,73,599,8040,14,3,Travel_Frequently,24,1,Life Sciences,1,3,1,4,Single,1,Y,Yes,4,80,0,1,4,3,1,0,1,2005,0
1275,BU5,Male,1,Data Scientist,Research & Development,26,2010,,No,2017,2875,53,583,9973,20,4,Travel_Rarely,4,2,Life Sciences,1,3,3,4,Single,1,Y,Yes,2,80,0,8,2,2,8,5,2,1999,2
1277,BU5,Female,5,Manager,Sales,45,1994,2015,Yes,2018,18824,94,1449,2493,16,3,Travel_Rarely,2,3,Marketing,1,1,1,2,Single,2,Y,Yes,1,80,0,26,2,3,24,10,1,2003,11
1278,BU5,Male,4,Senior Associate,Research & Development,55,1985,,No,2004,13577,37,177,25592,15,3,Non-Travel,8,1,Medical,1,4,2,2,Divorced,1,Y,Yes,4,80,1,34,3,3,33,9,15,2004,0
1279,BU5,Female,1,Associate,Research & Development,21,2016,2018,Yes,2017,2625,45,251,25308,20,4,Travel_Frequently,10,2,Life Sciences,1,1,2,3,Single,1,Y,No,3,80,0,2,2,1,2,2,2,1999,2
1280,BU5,Female,5,Manager,Sales,46,2007,,No,,18789,33,168,9946,14,3,Travel_Rarely,4,2,Marketing,1,4,2,2,Married,2,Y,No,3,80,1,26,2,3,11,4,0,,8
1281,BU5,Female,2,Sales Executive,Sales,34,2015,,No,,4538,86,131,6039,12,3,Travel_Rarely,2,3,Marketing,1,3,3,1,Single,0,Y,Yes,4,80,0,4,3,3,3,2,0,,2
1282,BU5,Male,5,Manager,Sales,51,1989,,No,2008,19847,83,237,19196,24,4,Travel_Frequently,9,3,Life Sciences,1,4,3,2,Divorced,4,Y,Yes,1,80,1,31,5,2,29,10,11,1995,10
1283,BU5,Male,3,Associate Director,Research & Development,59,2009,,No,2014,10512,67,1429,20002,12,3,Travel_Rarely,18,4,Medical,1,4,3,4,Single,6,Y,No,4,80,0,25,6,2,9,7,5,2007,4
1285,BU5,Female,2,Associate,Research & Development,34,2007,,No,2014,4444,46,135,22534,13,3,Travel_Frequently,19,3,Medical,1,3,3,2,Divorced,4,Y,No,3,80,2,15,2,4,11,8,5,2006,10
1286,BU5,Male,1,Associate,Research & Development,28,2014,,No,,2154,44,791,6842,11,3,Travel_Frequently,1,4,Medical,1,4,3,3,Single,0,Y,Yes,3,80,0,5,2,2,4,2,0,,2
1288,BU5,Male,5,Manager,Research & Development,44,1993,,No,2005,19190,92,1199,17477,14,3,Travel_Rarely,4,2,Life Sciences,1,3,4,1,Divorced,1,Y,No,4,80,2,26,4,2,25,9,14,2005,13
1289,BU5,Male,2,Human Resources,Human Resources,34,2008,,No,2018,4490,56,648,21833,11,3,Travel_Frequently,11,3,Life Sciences,1,3,2,2,Married,4,Y,No,4,80,2,14,5,4,10,9,1,2008,8
